Contract ID,Plan ID,Organization Type,Plan Type,Offers Part D,SNP Plan,EGHP,Organization Name,Organization Marketing Name,Plan Name,Parent Organization,Contract Effective Date
H0490,4,Local CCP,HMO/HMOPOS,Yes,Yes,No,"MOLINA HEALTHCARE OF OHIO, INC.",Molina Healthcare of Ohio,Molina Medicare Options Plus (HMO SNP),"Molina Healthcare, Inc.,",1/1/2009 0:00
H0502,999,1876 Cost,1876 Cost,No,No,No,THE CONTRA COSTA HEALTH PLAN,Contra Costa Health Plan,,Contra Costa Health Services,7/1/1977 0:00
H0504,15,Local CCP,HMO/HMOPOS,Yes,No,No,CALIFORNIA PHYSICIANS' SERVICE,Blue Shield of California,Blue Shield 65 Plus (HMO),California Physicians' Service,5/1/1996 0:00
H0504,17,Local CCP,HMO/HMOPOS,Yes,No,No,CALIFORNIA PHYSICIANS' SERVICE,Blue Shield of California,Blue Shield 65 Plus (HMO),California Physicians' Service,5/1/1996 0:00
H0504,21,Local CCP,HMO/HMOPOS,Yes,No,No,CALIFORNIA PHYSICIANS' SERVICE,Blue Shield of California,Blue Shield 65 Plus Choice Plan (HMO),California Physicians' Service,5/1/1996 0:00
H0504,26,Local CCP,HMO/HMOPOS,Yes,No,No,CALIFORNIA PHYSICIANS' SERVICE,Blue Shield of California,Blue Shield 65 Plus (HMO),California Physicians' Service,5/1/1996 0:00
H0504,28,Local CCP,HMO/HMOPOS,Yes,No,No,CALIFORNIA PHYSICIANS' SERVICE,Blue Shield of California,Blue Shield 65 Plus (HMO),California Physicians' Service,5/1/1996 0:00
H0504,29,Local CCP,HMO/HMOPOS,Yes,No,No,CALIFORNIA PHYSICIANS' SERVICE,Blue Shield of California,Blue Shield 65 Plus (HMO),California Physicians' Service,5/1/1996 0:00
H0504,31,Local CCP,HMO/HMOPOS,Yes,No,No,CALIFORNIA PHYSICIANS' SERVICE,Blue Shield of California,Blue Shield 65 Plus (HMO),California Physicians' Service,5/1/1996 0:00
H0504,37,Local CCP,HMO/HMOPOS,Yes,No,No,CALIFORNIA PHYSICIANS' SERVICE,Blue Shield of California,Blue Shield Trio Medicare (HMO),California Physicians' Service,5/1/1996 0:00
H0504,38,Local CCP,HMO/HMOPOS,Yes,No,No,CALIFORNIA PHYSICIANS' SERVICE,Blue Shield of California,Blue Shield 65 Plus (HMO),California Physicians' Service,5/1/1996 0:00
H0504,39,Local CCP,HMO/HMOPOS,Yes,No,No,CALIFORNIA PHYSICIANS' SERVICE,Blue Shield of California,Blue Shield 65 Plus (HMO),California Physicians' Service,5/1/1996 0:00
H0504,803,Local CCP,HMO/HMOPOS,Yes,No,Yes,CALIFORNIA PHYSICIANS' SERVICE,Blue Shield of California,Blue Shield 65 Plus (HMO),California Physicians' Service,5/1/1996 0:00
H0504,804,Local CCP,HMO/HMOPOS,Yes,No,Yes,CALIFORNIA PHYSICIANS' SERVICE,Blue Shield of California,Blue Shield 65 Plus (HMO),California Physicians' Service,5/1/1996 0:00
H0504,805,Local CCP,HMO/HMOPOS,No,No,Yes,CALIFORNIA PHYSICIANS' SERVICE,Blue Shield of California,Blue Shield 65 Plus (HMO),California Physicians' Service,5/1/1996 0:00
H0523,2,Local CCP,HMO/HMOPOS,Yes,No,No,AETNA HEALTH OF CALIFORNIA INC.,Aetna Medicare,Aetna Medicare Select Plan (HMO),Aetna Inc.,5/1/1986 0:00
H0523,22,Local CCP,HMO/HMOPOS,Yes,No,No,AETNA HEALTH OF CALIFORNIA INC.,Aetna Medicare,Aetna Medicare Select Plan (HMO),Aetna Inc.,5/1/1986 0:00
H0523,31,Local CCP,HMO/HMOPOS,Yes,No,No,AETNA HEALTH OF CALIFORNIA INC.,Aetna Medicare,Aetna Medicare Select Plan (HMO),Aetna Inc.,5/1/1986 0:00
H0523,52,Local CCP,HMO/HMOPOS,Yes,No,No,AETNA HEALTH OF CALIFORNIA INC.,Aetna Medicare,Aetna Medicare Select Plan (HMO),Aetna Inc.,5/1/1986 0:00
H0523,60,Local CCP,HMO/HMOPOS,Yes,No,No,AETNA HEALTH OF CALIFORNIA INC.,Aetna Medicare,Aetna Medicare Prime Plan (HMO),Aetna Inc.,5/1/1986 0:00
H0523,61,Local CCP,HMO/HMOPOS,Yes,No,No,AETNA HEALTH OF CALIFORNIA INC.,Aetna Medicare,Aetna Medicare Prime Plan (HMO),Aetna Inc.,5/1/1986 0:00
H0523,63,Local CCP,HMO/HMOPOS,Yes,No,No,AETNA HEALTH OF CALIFORNIA INC.,Aetna Medicare,Aetna Medicare Prime Plan (HMO),Aetna Inc.,5/1/1986 0:00
H0523,801,Local CCP,HMO/HMOPOS,No,No,Yes,AETNA HEALTH OF CALIFORNIA INC.,Aetna Medicare,Aetna Medicare Plan (HMO),Aetna Inc.,5/1/1986 0:00
H0523,805,Local CCP,HMO/HMOPOS,Yes,No,Yes,AETNA HEALTH OF CALIFORNIA INC.,Aetna Medicare,Aetna Medicare Plan w/Rx CY (HMO),Aetna Inc.,5/1/1986 0:00
H0524,2,Local CCP,HMO/HMOPOS,Yes,No,No,"KAISER FOUNDATION HP, INC.",Kaiser Permanente,Kaiser Permanente Senior Advantage B Only South (HMO),"Kaiser Foundation Health Plan, Inc.",8/1/1987 0:00
H0524,3,Local CCP,HMO/HMOPOS,Yes,No,No,"KAISER FOUNDATION HP, INC.",Kaiser Permanente,"Kaiser Permanente Senior Advantage LA, Orange Co. (HMO)","Kaiser Foundation Health Plan, Inc.",8/1/1987 0:00
H0524,8,Local CCP,HMO/HMOPOS,Yes,No,No,"KAISER FOUNDATION HP, INC.",Kaiser Permanente,Kaiser Permanente Senior Advantage Solano (HMO),"Kaiser Foundation Health Plan, Inc.",8/1/1987 0:00
H0524,10,Local CCP,HMO/HMOPOS,Yes,No,No,"KAISER FOUNDATION HP, INC.",Kaiser Permanente,Kaiser Permanente Senior Advantage B Only North (HMO),"Kaiser Foundation Health Plan, Inc.",8/1/1987 0:00
H0524,13,Local CCP,HMO/HMOPOS,Yes,No,No,"KAISER FOUNDATION HP, INC.",Kaiser Permanente,"Kaiser Permanente Sr Adv Enhanced Sac., Sonoma (HMO)","Kaiser Foundation Health Plan, Inc.",8/1/1987 0:00
H0524,15,Local CCP,HMO/HMOPOS,Yes,No,No,"KAISER FOUNDATION HP, INC.",Kaiser Permanente,Kaiser Permanente Senior Advantage Inland Empire (HMO),"Kaiser Foundation Health Plan, Inc.",8/1/1987 0:00
H0524,29,Local CCP,HMO/HMOPOS,Yes,Yes,No,"KAISER FOUNDATION HP, INC.",Kaiser Permanente,Senior Advantage Medicare Medi-Cal Plan South (HMO SNP),"Kaiser Foundation Health Plan, Inc.",8/1/1987 0:00
H0524,30,Local CCP,HMO/HMOPOS,Yes,Yes,No,"KAISER FOUNDATION HP, INC.",Kaiser Permanente,Senior Advantage Medicare Medi-Cal Plan North (HMO SNP),"Kaiser Foundation Health Plan, Inc.",8/1/1987 0:00
H0524,31,Local CCP,HMO/HMOPOS,Yes,No,No,"KAISER FOUNDATION HP, INC.",Kaiser Permanente,Kaiser Permanente Senior Advantage Marin San Mateo (HMO),"Kaiser Foundation Health Plan, Inc.",8/1/1987 0:00
H0524,32,Local CCP,HMO/HMOPOS,Yes,No,No,"KAISER FOUNDATION HP, INC.",Kaiser Permanente,"Kaiser Permanente Senior Advantage Alam., SF, Napa (HMO)","Kaiser Foundation Health Plan, Inc.",8/1/1987 0:00
H0524,33,Local CCP,HMO/HMOPOS,Yes,No,No,"KAISER FOUNDATION HP, INC.",Kaiser Permanente,Kaiser Permanente Senior Advantage Contra Costa (HMO),"Kaiser Foundation Health Plan, Inc.",8/1/1987 0:00
H0524,34,Local CCP,HMO/HMOPOS,Yes,No,No,"KAISER FOUNDATION HP, INC.",Kaiser Permanente,Kaiser Permanente Senior Advantage Ventura (HMO),"Kaiser Foundation Health Plan, Inc.",8/1/1987 0:00
H0524,35,Local CCP,HMO/HMOPOS,Yes,No,No,"KAISER FOUNDATION HP, INC.",Kaiser Permanente,Kaiser Permanente Senior Advantage Enhanced Kern (HMO),"Kaiser Foundation Health Plan, Inc.",8/1/1987 0:00
H0524,36,Local CCP,HMO/HMOPOS,Yes,No,No,"KAISER FOUNDATION HP, INC.",Kaiser Permanente,Kaiser Permanente Senior Advantage Basic Kern (HMO),"Kaiser Foundation Health Plan, Inc.",8/1/1987 0:00
H0524,37,Local CCP,HMO/HMOPOS,Yes,No,No,"KAISER FOUNDATION HP, INC.",Kaiser Permanente,Kaiser Permanente Senior Advantage San Diego (HMO),"Kaiser Foundation Health Plan, Inc.",8/1/1987 0:00
H0524,38,Local CCP,HMO/HMOPOS,Yes,No,No,"KAISER FOUNDATION HP, INC.",Kaiser Permanente,Kaiser Permanente Senior Advantage Enhanced Fresno (HMO),"Kaiser Foundation Health Plan, Inc.",8/1/1987 0:00
H0524,39,Local CCP,HMO/HMOPOS,Yes,No,No,"KAISER FOUNDATION HP, INC.",Kaiser Permanente,Kaiser Permanente Senior Advantage Santa Clara (HMO),"Kaiser Foundation Health Plan, Inc.",8/1/1987 0:00
H0524,40,Local CCP,HMO/HMOPOS,Yes,No,No,"KAISER FOUNDATION HP, INC.",Kaiser Permanente,Kaiser Permanente Senior Advantage Enhanced Stanis (HMO),"Kaiser Foundation Health Plan, Inc.",8/1/1987 0:00
H0524,41,Local CCP,HMO/HMOPOS,Yes,No,No,"KAISER FOUNDATION HP, INC.",Kaiser Permanente,Kaiser Permanente Senior Advantage Basic Stanis (HMO),"Kaiser Foundation Health Plan, Inc.",8/1/1987 0:00
H0524,42,Local CCP,HMO/HMOPOS,Yes,No,No,"KAISER FOUNDATION HP, INC.",Kaiser Permanente,Kaiser Permanente Senior Advantage Enhanced SnJoaq (HMO),"Kaiser Foundation Health Plan, Inc.",8/1/1987 0:00
H0524,43,Local CCP,HMO/HMOPOS,Yes,No,No,"KAISER FOUNDATION HP, INC.",Kaiser Permanente,Kaiser Permanente Senior Advantage Basic SnJoaq (HMO),"Kaiser Foundation Health Plan, Inc.",8/1/1987 0:00
H0524,46,Local CCP,HMO/HMOPOS,Yes,No,No,"KAISER FOUNDATION HP, INC.",Kaiser Permanente,Kaiser Permanente Senior Advantage Basic Fresno (HMO),"Kaiser Foundation Health Plan, Inc.",8/1/1987 0:00
H0524,51,Local CCP,HMO/HMOPOS,Yes,No,No,"KAISER FOUNDATION HP, INC.",Kaiser Permanente,"Kaiser Permanente Sr Advantage Basic Sac., Sonoma (HMO)","Kaiser Foundation Health Plan, Inc.",8/1/1987 0:00
H0524,801,Local CCP,HMO/HMOPOS,No,No,Yes,"KAISER FOUNDATION HP, INC.",Kaiser Permanente,Kaiser Permanente Senior Advantage (HMO),"Kaiser Foundation Health Plan, Inc.",8/1/1987 0:00
H0524,802,Local CCP,HMO/HMOPOS,No,No,Yes,"KAISER FOUNDATION HP, INC.",Kaiser Permanente,Kaiser Permanente Senior Advantage (HMO),"Kaiser Foundation Health Plan, Inc.",8/1/1987 0:00
H0524,803,Local CCP,HMO/HMOPOS,No,No,Yes,"KAISER FOUNDATION HP, INC.",Kaiser Permanente,Kaiser Permanente Senior Advantage (HMO),"Kaiser Foundation Health Plan, Inc.",8/1/1987 0:00
H0524,804,Local CCP,HMO/HMOPOS,No,No,Yes,"KAISER FOUNDATION HP, INC.",Kaiser Permanente,Kaiser Permanente Senior Advantage (HMO),"Kaiser Foundation Health Plan, Inc.",8/1/1987 0:00
H0524,805,Local CCP,HMO/HMOPOS,Yes,No,Yes,"KAISER FOUNDATION HP, INC.",Kaiser Permanente,Kaiser Permanente Senior Advantage (HMO),"Kaiser Foundation Health Plan, Inc.",8/1/1987 0:00
H0524,806,Local CCP,HMO/HMOPOS,Yes,No,Yes,"KAISER FOUNDATION HP, INC.",Kaiser Permanente,Kaiser Permanente Senior Advantage (HMO),"Kaiser Foundation Health Plan, Inc.",8/1/1987 0:00
H0524,807,Local CCP,HMO/HMOPOS,Yes,No,Yes,"KAISER FOUNDATION HP, INC.",Kaiser Permanente,Kaiser Permanente Senior Advantage (HMO),"Kaiser Foundation Health Plan, Inc.",8/1/1987 0:00
H0524,808,Local CCP,HMO/HMOPOS,Yes,No,Yes,"KAISER FOUNDATION HP, INC.",Kaiser Permanente,Kaiser Permanente Senior Advantage (HMO),"Kaiser Foundation Health Plan, Inc.",8/1/1987 0:00
H0524,809,Local CCP,HMO/HMOPOS,Yes,No,Yes,"KAISER FOUNDATION HP, INC.",Kaiser Permanente,FEHB Part AB with D (HMO),"Kaiser Foundation Health Plan, Inc.",8/1/1987 0:00
H0524,810,Local CCP,HMO/HMOPOS,Yes,No,Yes,"KAISER FOUNDATION HP, INC.",Kaiser Permanente,FEHB Part AB with D (HMO),"Kaiser Foundation Health Plan, Inc.",8/1/1987 0:00
H0524,811,Local CCP,HMO/HMOPOS,Yes,No,Yes,"KAISER FOUNDATION HP, INC.",Kaiser Permanente,FEHB Part B Only with D (HMO),"Kaiser Foundation Health Plan, Inc.",8/1/1987 0:00
H0524,812,Local CCP,HMO/HMOPOS,Yes,No,Yes,"KAISER FOUNDATION HP, INC.",Kaiser Permanente,FEHB Part B Only with D (HMO),"Kaiser Foundation Health Plan, Inc.",8/1/1987 0:00
H0542,1,National PACE,National PACE,Yes,No,No,ALTAMED HEALTH SERVICES CORPORATION,AltaMed Health Services Corporation,AltaMed Health Services Corporation (PACE),Altamed Health Services Corporation,11/1/2002 0:00
H0542,2,National PACE,National PACE,Yes,No,No,ALTAMED HEALTH SERVICES CORPORATION,AltaMed Health Services Corporation,AltaMed Health Services Corporation (PACE),Altamed Health Services Corporation,11/1/2002 0:00
H0543,1,Local CCP,HMO/HMOPOS,Yes,No,No,UHC OF CALIFORNIA,UnitedHealthcare,AARP MedicareComplete SecureHorizons Plan 1 (HMO),"UnitedHealth Group, Inc.",6/1/1985 0:00
H0543,4,Local CCP,HMO/HMOPOS,Yes,No,No,UHC OF CALIFORNIA,UnitedHealthcare,AARP MedicareComplete SecureHorizons Plan 1 (HMO),"UnitedHealth Group, Inc.",6/1/1985 0:00
H0543,7,Local CCP,HMO/HMOPOS,Yes,No,No,UHC OF CALIFORNIA,UnitedHealthcare,AARP MedicareComplete SecureHorizons Plan 1 (HMO),"UnitedHealth Group, Inc.",6/1/1985 0:00
H0543,13,Local CCP,HMO/HMOPOS,Yes,No,No,UHC OF CALIFORNIA,UnitedHealthcare,AARP MedicareComplete SecureHorizons Value (HMO),"UnitedHealth Group, Inc.",6/1/1985 0:00
H0543,19,Local CCP,HMO/HMOPOS,Yes,No,No,UHC OF CALIFORNIA,UnitedHealthcare,AARP MedicareComplete SecureHorizons (HMO),"UnitedHealth Group, Inc.",6/1/1985 0:00
H0543,22,Local CCP,HMO/HMOPOS,Yes,No,No,UHC OF CALIFORNIA,UnitedHealthcare,AARP MedicareComplete SecureHorizons (HMO),"UnitedHealth Group, Inc.",6/1/1985 0:00
H0543,28,Local CCP,HMO/HMOPOS,Yes,No,No,UHC OF CALIFORNIA,UnitedHealthcare,AARP MedicareComplete SecureHorizons Plan 1 (HMO),"UnitedHealth Group, Inc.",6/1/1985 0:00
H0543,29,Local CCP,HMO/HMOPOS,Yes,No,No,UHC OF CALIFORNIA,UnitedHealthcare,AARP MedicareComplete SecureHorizons (HMO),"UnitedHealth Group, Inc.",6/1/1985 0:00
H0543,32,Local CCP,HMO/HMOPOS,Yes,No,No,UHC OF CALIFORNIA,UnitedHealthcare,AARP MedicareComplete SecureHorizons Plan 1 (HMO),"UnitedHealth Group, Inc.",6/1/1985 0:00
H0543,35,Local CCP,HMO/HMOPOS,Yes,No,No,UHC OF CALIFORNIA,UnitedHealthcare,AARP MedicareComplete SecureHorizons (HMO),"UnitedHealth Group, Inc.",6/1/1985 0:00
H0543,36,Local CCP,HMO/HMOPOS,Yes,No,No,UHC OF CALIFORNIA,UnitedHealthcare,AARP MedicareComplete SecureHorizons Plan 1 (HMO),"UnitedHealth Group, Inc.",6/1/1985 0:00
H0543,60,Local CCP,HMO/HMOPOS,Yes,No,No,UHC OF CALIFORNIA,UnitedHealthcare,AARP MedicareComplete SecureHorizons Premier (HMO),"UnitedHealth Group, Inc.",6/1/1985 0:00
H0543,70,Local CCP,HMO/HMOPOS,Yes,No,No,UHC OF CALIFORNIA,UnitedHealthcare,AARP MedicareComplete SecureHorizons Plan 1 (HMO),"UnitedHealth Group, Inc.",6/1/1985 0:00
H0543,86,Local CCP,HMO/HMOPOS,Yes,No,No,UHC OF CALIFORNIA,UnitedHealthcare,AARP MedicareComplete SecureHorizons (HMO),"UnitedHealth Group, Inc.",6/1/1985 0:00
H0543,89,Local CCP,HMO/HMOPOS,Yes,No,No,UHC OF CALIFORNIA,UnitedHealthcare,AARP MedicareComplete SecureHorizons Plan 1 (HMO),"UnitedHealth Group, Inc.",6/1/1985 0:00
H0543,121,Local CCP,HMO/HMOPOS,No,No,No,UHC OF CALIFORNIA,UnitedHealthcare,AARP MedicareComplete SecureHorizons Essential (HMO),"UnitedHealth Group, Inc.",6/1/1985 0:00
H0543,138,Local CCP,HMO/HMOPOS,Yes,No,No,UHC OF CALIFORNIA,UnitedHealthcare,AARP MedicareComplete SecureHorizons Plan 2 (HMO),"UnitedHealth Group, Inc.",6/1/1985 0:00
H0543,140,Local CCP,HMO/HMOPOS,Yes,No,No,UHC OF CALIFORNIA,UnitedHealthcare,AARP MedicareComplete SecureHorizons (HMO),"UnitedHealth Group, Inc.",6/1/1985 0:00
H0543,144,Local CCP,HMO/HMOPOS,Yes,No,No,UHC OF CALIFORNIA,UnitedHealthcare,AARP MedicareComplete SecureHorizons Plan 2 (HMO),"UnitedHealth Group, Inc.",6/1/1985 0:00
H0543,145,Local CCP,HMO/HMOPOS,Yes,No,No,UHC OF CALIFORNIA,UnitedHealthcare,Sharp SecureHorizons Plan by UnitedHealthcare (HMO),"UnitedHealth Group, Inc.",6/1/1985 0:00
H0543,146,Local CCP,HMO/HMOPOS,Yes,No,No,UHC OF CALIFORNIA,UnitedHealthcare,AARP MedicareComplete SecureHorizons Plan 2 (HMO),"UnitedHealth Group, Inc.",6/1/1985 0:00
H0543,147,Local CCP,HMO/HMOPOS,Yes,No,No,UHC OF CALIFORNIA,UnitedHealthcare,AARP MedicareComplete SecureHorizons Plan 2 (HMO),"UnitedHealth Group, Inc.",6/1/1985 0:00
H0543,148,Local CCP,HMO/HMOPOS,Yes,No,No,UHC OF CALIFORNIA,UnitedHealthcare,AARP MedicareComplete SecureHorizons (HMO),"UnitedHealth Group, Inc.",6/1/1985 0:00
H0543,151,Local CCP,HMO/HMOPOS,Yes,No,No,UHC OF CALIFORNIA,UnitedHealthcare,AARP MedicareComplete SecureHorizons Plan 2 (HMO),"UnitedHealth Group, Inc.",6/1/1985 0:00
H0543,152,Local CCP,HMO/HMOPOS,Yes,No,No,UHC OF CALIFORNIA,UnitedHealthcare,AARP MedicareComplete SecureHorizons Plan 4 (HMO),"UnitedHealth Group, Inc.",6/1/1985 0:00
H0543,153,Local CCP,HMO/HMOPOS,Yes,No,No,UHC OF CALIFORNIA,UnitedHealthcare,AARP MedicareComplete SecureHorizons Plan 3 (HMO),"UnitedHealth Group, Inc.",6/1/1985 0:00
H0543,158,Local CCP,HMO/HMOPOS,Yes,No,No,UHC OF CALIFORNIA,UnitedHealthcare,AARP MedicareComplete SecureHorizons Plan 2 (HMO),"UnitedHealth Group, Inc.",6/1/1985 0:00
H0543,163,Local CCP,HMO/HMOPOS,Yes,No,No,UHC OF CALIFORNIA,UnitedHealthcare,AARP MedicareComplete SecureHorizons Plan 2 (HMO),"UnitedHealth Group, Inc.",6/1/1985 0:00
H0543,164,Local CCP,HMO/HMOPOS,Yes,No,No,UHC OF CALIFORNIA,UnitedHealthcare,AARP MedicareComplete SecureHorizons Premier (HMO),"UnitedHealth Group, Inc.",6/1/1985 0:00
H0543,165,Local CCP,HMO/HMOPOS,Yes,No,No,UHC OF CALIFORNIA,UnitedHealthcare,AARP MedicareComplete SecureHorizons Premier (HMO),"UnitedHealth Group, Inc.",6/1/1985 0:00
H0543,166,Local CCP,HMO/HMOPOS,Yes,No,No,UHC OF CALIFORNIA,UnitedHealthcare,AARP MedicareComplete SecureHorizons Premier (HMO),"UnitedHealth Group, Inc.",6/1/1985 0:00
H0543,167,Local CCP,HMO/HMOPOS,Yes,No,No,UHC OF CALIFORNIA,UnitedHealthcare,AARP MedicareComplete SecureHorizons Plan 2 (HMO),"UnitedHealth Group, Inc.",6/1/1985 0:00
H0543,802,Local CCP,HMO/HMOPOS,No,No,Yes,UHC OF CALIFORNIA,UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (HMO),"UnitedHealth Group, Inc.",6/1/1985 0:00
H0543,805,Local CCP,HMO/HMOPOS,Yes,No,Yes,UHC OF CALIFORNIA,UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (HMO),"UnitedHealth Group, Inc.",6/1/1985 0:00
H0543,806,Local CCP,HMO/HMOPOS,Yes,No,Yes,UHC OF CALIFORNIA,UnitedHealthcare,UnitedHealthcare Group Medicare Advantage (HMO),"UnitedHealth Group, Inc.",6/1/1985 0:00
H0544,2,Local CCP,HMO/HMOPOS,Yes,No,No,BLUE CROSS OF CALIFORNIA,Anthem Blue Cross,Anthem Value Plus (HMO),Anthem Inc.,2/1/2003 0:00
H0544,3,Local CCP,HMO/HMOPOS,Yes,Yes,No,BLUE CROSS OF CALIFORNIA,Anthem Blue Cross,Anthem Connect (HMO SNP),Anthem Inc.,2/1/2003 0:00
H0544,4,Local CCP,HMO/HMOPOS,Yes,Yes,No,BLUE CROSS OF CALIFORNIA,Anthem Blue Cross,Anthem Diabetes (HMO SNP),Anthem Inc.,2/1/2003 0:00
H0544,5,Local CCP,HMO/HMOPOS,Yes,Yes,No,BLUE CROSS OF CALIFORNIA,Anthem Blue Cross,Anthem Touch (HMO SNP),Anthem Inc.,2/1/2003 0:00
H0544,7,Local CCP,HMO/HMOPOS,Yes,No,No,BLUE CROSS OF CALIFORNIA,Anthem Blue Cross,Anthem StartSmart Plus (HMO),Anthem Inc.,2/1/2003 0:00
H0544,8,Local CCP,HMO/HMOPOS,Yes,No,No,BLUE CROSS OF CALIFORNIA,Anthem Blue Cross,Anthem Value Plus (HMO),Anthem Inc.,2/1/2003 0:00
H0544,10,Local CCP,HMO/HMOPOS,Yes,Yes,No,BLUE CROSS OF CALIFORNIA,Anthem Blue Cross,Anthem Diabetes (HMO SNP),Anthem Inc.,2/1/2003 0:00
H0544,12,Local CCP,HMO/HMOPOS,Yes,No,No,BLUE CROSS OF CALIFORNIA,Anthem Blue Cross,Anthem Value Plus (HMO),Anthem Inc.,2/1/2003 0:00
H0544,13,Local CCP,HMO/HMOPOS,Yes,Yes,No,BLUE CROSS OF CALIFORNIA,Anthem Blue Cross,Anthem Heart (HMO SNP),Anthem Inc.,2/1/2003 0:00
H0544,14,Local CCP,HMO/HMOPOS,Yes,Yes,No,BLUE CROSS OF CALIFORNIA,Anthem Blue Cross,Anthem Breathe (HMO SNP),Anthem Inc.,2/1/2003 0:00
H0544,15,Local CCP,HMO/HMOPOS,Yes,Yes,No,BLUE CROSS OF CALIFORNIA,Anthem Blue Cross,Anthem ESRD (HMO SNP),Anthem Inc.,2/1/2003 0:00
H0544,19,Local CCP,HMO/HMOPOS,Yes,Yes,No,BLUE CROSS OF CALIFORNIA,Anthem Blue Cross,Anthem Breathe (HMO SNP),Anthem Inc.,2/1/2003 0:00
H0544,20,Local CCP,HMO/HMOPOS,Yes,Yes,No,BLUE CROSS OF CALIFORNIA,Anthem Blue Cross,Anthem ESRD (HMO SNP),Anthem Inc.,2/1/2003 0:00
H0544,21,Local CCP,HMO/HMOPOS,Yes,No,No,BLUE CROSS OF CALIFORNIA,Anthem Blue Cross,Anthem StartSmart Plus (HMO),Anthem Inc.,2/1/2003 0:00
H0544,24,Local CCP,HMO/HMOPOS,Yes,Yes,No,BLUE CROSS OF CALIFORNIA,Anthem Blue Cross,Anthem Breathe (HMO SNP),Anthem Inc.,2/1/2003 0:00
H0544,25,Local CCP,HMO/HMOPOS,Yes,Yes,No,BLUE CROSS OF CALIFORNIA,Anthem Blue Cross,Anthem Diabetes (HMO SNP),Anthem Inc.,2/1/2003 0:00
H0544,27,Local CCP,HMO/HMOPOS,Yes,No,No,BLUE CROSS OF CALIFORNIA,Anthem Blue Cross,Anthem Value Plus (HMO),Anthem Inc.,2/1/2003 0:00
H0544,31,Local CCP,HMO/HMOPOS,Yes,Yes,No,BLUE CROSS OF CALIFORNIA,Anthem Blue Cross,Anthem Breathe (HMO SNP),Anthem Inc.,2/1/2003 0:00
H0544,32,Local CCP,HMO/HMOPOS,Yes,Yes,No,BLUE CROSS OF CALIFORNIA,Anthem Blue Cross,Anthem Diabetes (HMO SNP),Anthem Inc.,2/1/2003 0:00
H0544,36,Local CCP,HMO/HMOPOS,Yes,Yes,No,BLUE CROSS OF CALIFORNIA,Anthem Blue Cross,Anthem Heart (HMO SNP),Anthem Inc.,2/1/2003 0:00
H0544,37,Local CCP,HMO/HMOPOS,Yes,Yes,No,BLUE CROSS OF CALIFORNIA,Anthem Blue Cross,Anthem Heart (HMO SNP),Anthem Inc.,2/1/2003 0:00
H0544,38,Local CCP,HMO/HMOPOS,Yes,Yes,No,BLUE CROSS OF CALIFORNIA,Anthem Blue Cross,Anthem Heart (HMO SNP),Anthem Inc.,2/1/2003 0:00
H0544,41,Local CCP,HMO/HMOPOS,Yes,Yes,No,BLUE CROSS OF CALIFORNIA,Anthem Blue Cross,Anthem Connect (HMO SNP),Anthem Inc.,2/1/2003 0:00
H0544,49,Local CCP,HMO/HMOPOS,Yes,No,No,BLUE CROSS OF CALIFORNIA,Anthem Blue Cross,Anthem Connect Plus (HMO),Anthem Inc.,2/1/2003 0:00
H0544,50,Local CCP,HMO/HMOPOS,Yes,Yes,No,BLUE CROSS OF CALIFORNIA,Anthem Blue Cross,Anthem Touch (HMO SNP),Anthem Inc.,2/1/2003 0:00
H0544,52,Local CCP,HMO/HMOPOS,Yes,Yes,No,BLUE CROSS OF CALIFORNIA,Anthem Blue Cross,Anthem MediBlue Dual Advantage (HMO SNP),Anthem Inc.,2/1/2003 0:00
H0544,53,Local CCP,HMO/HMOPOS,Yes,Yes,No,BLUE CROSS OF CALIFORNIA,Anthem Blue Cross,Anthem MediBlue Dual Advantage (HMO SNP),Anthem Inc.,2/1/2003 0:00
H0544,54,Local CCP,HMO/HMOPOS,Yes,Yes,No,BLUE CROSS OF CALIFORNIA,Anthem Blue Cross,Anthem MediBlue Dual Advantage (HMO SNP),Anthem Inc.,2/1/2003 0:00
H0544,55,Local CCP,HMO/HMOPOS,Yes,Yes,No,BLUE CROSS OF CALIFORNIA,Anthem Blue Cross,Anthem MediBlue Dual Advantage (HMO SNP),Anthem Inc.,2/1/2003 0:00
H0544,56,Local CCP,HMO/HMOPOS,Yes,No,No,BLUE CROSS OF CALIFORNIA,Anthem Blue Cross,Anthem MediBlue Plus (HMO),Anthem Inc.,2/1/2003 0:00
H0544,57,Local CCP,HMO/HMOPOS,Yes,No,No,BLUE CROSS OF CALIFORNIA,Anthem Blue Cross,Anthem MediBlue Plus (HMO),Anthem Inc.,2/1/2003 0:00
H0544,58,Local CCP,HMO/HMOPOS,Yes,No,No,BLUE CROSS OF CALIFORNIA,Anthem Blue Cross,Anthem MediBlue Select (HMO),Anthem Inc.,2/1/2003 0:00
H0544,59,Local CCP,HMO/HMOPOS,Yes,No,No,BLUE CROSS OF CALIFORNIA,Anthem Blue Cross,Anthem MediBlue Select (HMO),Anthem Inc.,2/1/2003 0:00
H0544,60,Local CCP,HMO/HMOPOS,Yes,No,No,BLUE CROSS OF CALIFORNIA,Anthem Blue Cross,Anthem MediBlue Plus (HMO),Anthem Inc.,2/1/2003 0:00
